0.000000000000000000e+00,2.000000000000000042e-03,2.199999999999999872e-02,1.700000000000000122e-02,1.000000000000000021e-03,8.999999999999999320e-03,3.000000000000000062e-03,1.000000000000000021e-03,2.000000000000000042e-03,1.200000000000000025e-02,1.000000000000000021e-02,0.000000000000000000e+00
8.999999999999999667e-02,9.600000000000000200e-02,7.699999999999999900e-02,7.499999999999999722e-02,3.699999999999999817e-02,4.299999999999999656e-02,1.700000000000000122e-02,1.099999999999999936e-02,1.899999999999999953e-02,5.000000000000000278e-02,3.500000000000000333e-02,6.099999999999999867e-02
1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000125e-03,3.899999999999999994e-02,1.600000000000000033e-02,0.000000000000000000e+00,2.000000000000000042e-03,3.000000000000000062e-03,7.000000000000000146e-03
4.100000000000000172e-02,5.500000000000000028e-02,1.089999999999999997e-01,1.039999999999999952e-01,8.899999999999999578e-02,8.500000000000000611e-02,1.759999999999999898e-01,1.150000000000000050e-01,1.199999999999999956e-01,1.330000000000000071e-01,1.019999999999999934e-01,7.299999999999999545e-02
1.110000000000000014e-01,1.130000000000000032e-01,1.900000000000000022e-01,1.570000000000000007e-01,1.360000000000000098e-01,1.419999999999999873e-01,1.260000000000000009e-01,8.599999999999999312e-02,1.539999999999999980e-01,1.930000000000000049e-01,1.809999999999999942e-01,1.360000000000000098e-01
7.199999999999999456e-02,6.800000000000000488e-02,1.089999999999999997e-01,1.189999999999999947e-01,9.400000000000000022e-02,7.900000000000000078e-02,6.099999999999999867e-02,9.199999999999999845e-02,1.199999999999999956e-01,1.479999999999999927e-01,1.150000000000000050e-01,5.600000000000000117e-02
9.299999999999999933e-02,1.049999999999999961e-01,1.199999999999999956e-01,1.029999999999999943e-01,1.179999999999999938e-01,1.209999999999999964e-01,1.940000000000000058e-01,1.300000000000000044e-01,1.370000000000000107e-01,1.300000000000000044e-01,1.239999999999999991e-01,1.120000000000000023e-01
1.310000000000000053e-01,1.350000000000000089e-01,1.710000000000000131e-01,1.360000000000000098e-01,1.549999999999999989e-01,1.749999999999999889e-01,1.340000000000000080e-01,1.079999999999999988e-01,1.940000000000000058e-01,2.109999999999999931e-01,1.710000000000000131e-01,1.539999999999999980e-01
1.660000000000000087e-01,1.690000000000000113e-01,1.769999999999999907e-01,1.710000000000000131e-01,1.580000000000000016e-01,1.380000000000000115e-01,6.199999999999999956e-02,9.299999999999999933e-02,1.749999999999999889e-01,2.270000000000000073e-01,2.230000000000000038e-01,1.759999999999999898e-01
1.000000000000000021e-03,1.000000000000000021e-03,1.899999999999999953e-02,8.999999999999999320e-03,1.400000000000000029e-02,0.000000000000000000e+00,8.699999999999999400e-02,4.299999999999999656e-02,1.700000000000000122e-02,6.000000000000000125e-03,1.000000000000000021e-02,2.000000000000000042e-03
1.299999999999999940e-02,8.000000000000000167e-03,3.599999999999999728e-02,3.699999999999999817e-02,3.300000000000000155e-02,8.000000000000000167e-03,4.499999999999999833e-02,1.299999999999999940e-02,4.000000000000000083e-03,0.000000000000000000e+00,1.400000000000000029e-02,1.700000000000000122e-02
6.300000000000000044e-02,6.400000000000000133e-02,7.599999999999999811e-02,7.699999999999999900e-02,4.100000000000000172e-02,3.699999999999999817e-02,1.499999999999999944e-02,7.000000000000000146e-03,8.999999999999999320e-03,2.599999999999999881e-02,3.099999999999999978e-02,4.700000000000000011e-02
9.299999999999999933e-02,1.209999999999999964e-01,1.409999999999999865e-01,1.059999999999999970e-01,4.200000000000000261e-02,1.000000000000000021e-02,7.000000000000000146e-03,5.000000000000000104e-03,7.699999999999999900e-02,1.670000000000000095e-01,1.300000000000000044e-01,9.700000000000000289e-02
