0.000000000000000000e+00,8.000000000000000167e-03,1.899999999999999953e-02,0.000000000000000000e+00,2.000000000000000042e-03,1.000000000000000021e-03,2.000000000000000042e-03,1.000000000000000021e-03,1.000000000000000021e-02,1.600000000000000033e-02,2.000000000000000042e-03,6.000000000000000125e-03
8.699999999999999400e-02,7.000000000000000666e-02,5.199999999999999761e-02,7.499999999999999722e-02,4.900000000000000189e-02,8.999999999999999320e-03,1.899999999999999953e-02,3.000000000000000062e-03,3.000000000000000062e-03,3.699999999999999817e-02,5.199999999999999761e-02,6.600000000000000311e-02
3.000000000000000062e-03,2.000000000000000042e-03,3.000000000000000062e-03,7.000000000000000146e-03,1.000000000000000021e-03,2.900000000000000147e-02,7.699999999999999900e-02,4.800000000000000100e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000021e-03
8.899999999999999578e-02,1.239999999999999991e-01,9.099999999999999756e-02,1.270000000000000018e-01,9.800000000000000377e-02,1.100000000000000006e-01,1.409999999999999865e-01,1.620000000000000051e-01,1.990000000000000102e-01,1.660000000000000087e-01,1.529999999999999971e-01,9.700000000000000289e-02
2.409999999999999920e-01,1.900000000000000022e-01,2.039999999999999869e-01,2.159999999999999976e-01,1.839999999999999969e-01,1.239999999999999991e-01,1.219999999999999973e-01,9.800000000000000377e-02,1.869999999999999996e-01,2.520000000000000018e-01,2.399999999999999911e-01,2.630000000000000115e-01
1.409999999999999865e-01,1.489999999999999936e-01,1.370000000000000107e-01,1.660000000000000087e-01,1.059999999999999970e-01,4.800000000000000100e-02,7.299999999999999545e-02,7.599999999999999811e-02,1.859999999999999987e-01,1.930000000000000049e-01,1.360000000000000098e-01,1.759999999999999898e-01
1.439999999999999891e-01,1.920000000000000040e-01,1.209999999999999964e-01,1.250000000000000000e-01,1.170000000000000068e-01,1.549999999999999989e-01,1.620000000000000051e-01,1.829999999999999960e-01,2.079999999999999905e-01,1.559999999999999998e-01,1.739999999999999880e-01,1.380000000000000115e-01
2.449999999999999956e-01,1.960000000000000075e-01,1.819999999999999951e-01,1.590000000000000024e-01,2.010000000000000120e-01,1.729999999999999871e-01,1.680000000000000104e-01,1.459999999999999909e-01,2.129999999999999949e-01,2.690000000000000169e-01,2.359999999999999876e-01,2.479999999999999982e-01
2.280000000000000082e-01,2.059999999999999887e-01,1.680000000000000104e-01,2.030000000000000138e-01,1.620000000000000051e-01,1.130000000000000032e-01,1.100000000000000006e-01,1.130000000000000032e-01,2.000000000000000111e-01,2.590000000000000080e-01,2.500000000000000000e-01,2.510000000000000009e-01
2.000000000000000042e-03,2.000000000000000042e-03,3.000000000000000062e-03,2.699999999999999969e-02,1.000000000000000021e-03,3.400000000000000244e-02,7.099999999999999367e-02,6.800000000000000488e-02,2.299999999999999961e-02,3.599999999999999728e-02,0.000000000000000000e+00,1.000000000000000021e-03
1.700000000000000122e-02,1.299999999999999940e-02,1.499999999999999944e-02,5.999999999999999778e-02,8.000000000000000167e-03,1.499999999999999944e-02,4.299999999999999656e-02,4.599999999999999922e-02,1.600000000000000033e-02,5.000000000000000104e-03,5.000000000000000104e-03,4.000000000000000083e-03
7.000000000000000666e-02,5.299999999999999850e-02,4.000000000000000083e-02,6.600000000000000311e-02,3.599999999999999728e-02,5.000000000000000104e-03,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.799999999999999864e-02,3.799999999999999906e-02,3.799999999999999906e-02
1.509999999999999953e-01,1.529999999999999971e-01,1.320000000000000062e-01,8.100000000000000255e-02,4.800000000000000100e-02,2.199999999999999872e-02,2.000000000000000042e-03,2.000000000000000042e-03,1.010000000000000064e-01,2.250000000000000056e-01,1.759999999999999898e-01,1.869999999999999996e-01
1.209999999999999964e-01,1.229999999999999982e-01,1.179999999999999938e-01,8.500000000000000611e-02,5.600000000000000117e-02,8.000000000000000167e-03,4.000000000000000083e-03,1.000000000000000021e-03,6.900000000000000577e-02,1.749999999999999889e-01,1.380000000000000115e-01,1.729999999999999871e-01
1.600000000000000033e-02,3.500000000000000333e-02,2.999999999999999889e-02,3.400000000000000244e-02,1.200000000000000025e-02,1.099999999999999936e-02,4.000000000000000083e-02,1.700000000000000122e-02,8.000000000000000167e-03,2.500000000000000139e-02,1.799999999999999864e-02,3.400000000000000244e-02
2.000000000000000042e-02,2.699999999999999969e-02,1.499999999999999944e-02,0.000000000000000000e+00,1.000000000000000021e-02,8.699999999999999400e-02,1.089999999999999997e-01,9.199999999999999845e-02,1.400000000000000029e-02,1.799999999999999864e-02,1.000000000000000021e-02,1.700000000000000122e-02
