3.150000000000000022e-01,2.939999999999999836e-01,2.069999999999999896e-01,1.580000000000000016e-01,2.109999999999999931e-01,6.199999999999999956e-02,1.010000000000000064e-01,1.539999999999999980e-01,2.119999999999999940e-01,1.799999999999999933e-01,1.890000000000000013e-01,3.220000000000000084e-01
6.700000000000000400e-02,5.700000000000000205e-02,5.000000000000000104e-03,0.000000000000000000e+00,3.500000000000000333e-02,8.300000000000000433e-02,4.800000000000000100e-02,8.100000000000000255e-02,1.200000000000000025e-02,4.000000000000000083e-03,1.000000000000000021e-03,3.500000000000000333e-02
4.060000000000000275e-01,3.430000000000000271e-01,4.430000000000000049e-01,4.229999999999999871e-01,3.370000000000000218e-01,2.020000000000000129e-01,1.439999999999999891e-01,1.680000000000000104e-01,2.610000000000000098e-01,3.380000000000000226e-01,4.050000000000000266e-01,3.780000000000000027e-01
4.000000000000000083e-03,3.000000000000000062e-03,1.499999999999999944e-02,5.000000000000000104e-03,0.000000000000000000e+00,3.300000000000000155e-02,6.099999999999999867e-02,4.900000000000000189e-02,3.000000000000000062e-03,2.000000000000000042e-03,0.000000000000000000e+00,5.000000000000000104e-03
2.000000000000000042e-03,1.000000000000000021e-03,4.000000000000000083e-03,6.000000000000000125e-03,1.000000000000000021e-03,1.600000000000000033e-02,1.400000000000000029e-02,0.000000000000000000e+00,1.200000000000000025e-02,2.000000000000000042e-03,3.000000000000000062e-03,7.000000000000000146e-03
1.300000000000000044e-01,1.229999999999999982e-01,1.880000000000000004e-01,2.119999999999999940e-01,1.819999999999999951e-01,3.699999999999999817e-02,7.000000000000000146e-03,5.000000000000000104e-03,1.469999999999999918e-01,1.409999999999999865e-01,2.049999999999999878e-01,1.779999999999999916e-01
4.499999999999999833e-02,2.400000000000000050e-02,2.199999999999999872e-02,3.099999999999999978e-02,2.699999999999999969e-02,6.500000000000000222e-02,8.899999999999999578e-02,8.400000000000000522e-02,1.700000000000000122e-02,4.900000000000000189e-02,5.000000000000000278e-02,3.400000000000000244e-02
7.199999999999999456e-02,7.099999999999999367e-02,9.299999999999999933e-02,8.200000000000000344e-02,8.100000000000000255e-02,1.120000000000000023e-01,9.400000000000000022e-02,3.699999999999999817e-02,2.000000000000000042e-03,2.500000000000000139e-02,4.499999999999999833e-02,4.399999999999999745e-02
1.600000000000000033e-02,3.200000000000000067e-02,1.000000000000000021e-02,3.000000000000000062e-03,1.000000000000000021e-02,1.320000000000000062e-01,3.689999999999999947e-01,3.220000000000000084e-01,3.000000000000000062e-03,1.000000000000000021e-03,3.000000000000000062e-03,0.000000000000000000e+00
4.000000000000000083e-02,7.900000000000000078e-02,2.800000000000000058e-02,7.499999999999999722e-02,2.699999999999999969e-02,2.699999999999999969e-02,8.100000000000000255e-02,8.200000000000000344e-02,1.300000000000000044e-01,8.799999999999999489e-02,1.039999999999999952e-01,8.699999999999999400e-02
0.000000000000000000e+00,1.400000000000000029e-02,0.000000000000000000e+00,1.200000000000000025e-02,3.000000000000000062e-03,1.000000000000000021e-03,4.299999999999999656e-02,3.300000000000000155e-02,7.499999999999999722e-02,3.200000000000000067e-02,2.000000000000000042e-02,1.000000000000000021e-02
1.970000000000000084e-01,1.089999999999999997e-01,1.049999999999999961e-01,6.700000000000000400e-02,1.079999999999999988e-01,9.800000000000000377e-02,1.700000000000000122e-02,3.599999999999999728e-02,1.700000000000000122e-02,4.900000000000000189e-02,8.300000000000000433e-02,1.400000000000000133e-01
