1.000000000000000000e+00,-1.901475470088137831e-01,-3.282177861738737046e-01,-2.445186796369126780e-01,-3.373034490510257721e-01,-4.803091931314327212e-01,-7.536881977181750236e-02,-9.849925609883823652e-02,-1.921163019903886215e-01,6.446688443685635872e-02,-9.369447836734973167e-02,-2.702202295297890244e-01,-3.822392444503577846e-01,-4.063138460189768542e-01,-3.849162303827036169e-01,3.349146400040800553e-02,3.186553149756408132e-01,7.535291090118255708e-01,-1.045934201452693446e-01,-2.889586954197292945e-01,-4.764450130994136168e-01,-4.166697220520702849e-02,1.293041230693167155e-02,2.628567073208433191e-01
-1.901475470088137831e-01,1.000000000000000000e+00,-1.752196445731030866e-02,-2.883257077001085134e-01,-2.889748492505208599e-01,-1.559799323828838791e-01,-2.225802331693941538e-01,-2.153207154761151154e-01,-1.139999085430146719e-01,2.026152428502653036e-01,3.984264789398828666e-01,6.992708559168532290e-01,-1.917528287994188785e-01,-2.976879078510030197e-01,-2.918546859846931629e-01,-2.730440497867792082e-01,-2.822506088612631303e-01,-2.495833892045097036e-01,2.933436947817470442e-01,2.546895050083654022e-01,2.033451019746841948e-01,-1.011325697908657534e-01,2.142453062039032241e-01,2.614948421904808584e-01
-3.282177861738737046e-01,-1.752196445731030866e-02,1.000000000000000000e+00,1.546494454685211906e-01,1.522381622112431998e-01,3.394807327156655341e-01,-1.495110692789261841e-01,-2.243692384604551449e-01,-1.432093670742100033e-01,-1.435874981630855529e-01,7.050602580762897753e-02,4.682896065871520186e-01,2.640747602419353246e-01,5.259428298594320816e-01,8.463241463947452914e-01,4.000421201877096822e-01,2.963475747568893870e-01,9.670361146157125179e-03,-3.360687791225097643e-01,-2.766478851958235619e-01,-1.840951438521181149e-01,1.857581720797781555e-01,-1.982170454901423240e-02,-1.736395602766813151e-01
-2.445186796369126780e-01,-2.883257077001085134e-01,1.546494454685211906e-01,1.000000000000000000e+00,7.014447834458953368e-01,5.077387184474325688e-01,6.568036373499624991e-01,4.270472053895090769e-01,2.859758015671789444e-01,-5.709862631084688250e-02,-6.663433511894824302e-02,-1.279036842340604274e-01,3.397329382733639824e-01,3.890564842766534026e-01,3.456457092580274559e-01,3.205390598475404973e-01,1.798077221475399279e-01,-5.275647968906221202e-02,-1.920833735209272752e-01,-1.467465963758771662e-02,1.376646117671098124e-01,-5.181970653995219417e-02,-2.462006389281082008e-01,-3.590695609655797926e-01
-3.373034490510257721e-01,-2.889748492505208599e-01,1.522381622112431998e-01,7.014447834458953368e-01,1.000000000000000000e+00,7.513690235445287247e-01,3.442353535838870715e-01,6.997779222226768736e-01,5.146402001018446359e-01,-1.211778032550299561e-01,-7.626720536881111123e-02,-1.439576595092222910e-01,4.196340403700356547e-01,4.763492075425201366e-01,3.987241140703743358e-01,3.605376554077696083e-01,2.121786795067804321e-01,-7.298169962269523969e-02,-1.146916214944208867e-01,4.369211610584754907e-02,2.383571815672901328e-01,1.458468688965661869e-02,-1.757198097653427660e-01,-4.163774904769684260e-01
-4.803091931314327212e-01,-1.559799323828838791e-01,3.394807327156655341e-01,5.077387184474325688e-01,7.513690235445287247e-01,1.000000000000000000e+00,7.287949072037409881e-02,3.049380889684288887e-01,6.026939448123674881e-01,-2.131224453683139286e-01,-1.055852087567546171e-01,2.873479734475197639e-02,4.379668855831709284e-01,5.298291785220946570e-01,5.322005153195883409e-01,4.784692341993603826e-01,3.149682027871133494e-01,-5.881924523752928013e-02,-1.425101840005171816e-01,3.089808408159944522e-02,2.476028156782438538e-01,3.666894318145786508e-02,-8.916591686240321613e-02,-3.073090818200399643e-01
-7.536881977181750236e-02,-2.225802331693941538e-01,-1.495110692789261841e-01,6.568036373499624991e-01,3.442353535838870715e-01,7.287949072037409881e-02,1.000000000000000000e+00,6.113969519147008924e-01,3.576399669325777131e-01,3.757740763233593378e-02,-4.169564596793286226e-02,-2.192269405286787765e-01,2.081229279103724017e-01,1.538750687921162930e-01,3.924784583038449376e-02,-3.257498256078728005e-01,-3.320476126386454063e-01,-2.745168802383347040e-01,1.733757361683656850e-01,2.190307589948482792e-01,2.213270138507415774e-01,-1.039823697303369487e-01,-2.126334461955174671e-01,-3.043126080671966216e-01
-9.849925609883823652e-02,-2.153207154761151154e-01,-2.243692384604551449e-01,4.270472053895090769e-01,6.997779222226768736e-01,3.049380889684288887e-01,6.113969519147008924e-01,1.000000000000000000e+00,6.314907849597348743e-01,3.234263222695373668e-02,-2.877299817820809860e-02,-2.630943152604438007e-01,2.739767164814232436e-01,2.045159288238520279e-01,2.809924136006559936e-02,-2.683795993103837429e-01,-2.897690844433738477e-01,-2.477833594854935151e-01,2.776871821647916017e-01,3.119651128802756190e-01,3.010454286597132323e-01,-6.592242952687604740e-02,-1.487248939846301798e-01,-3.268629415122907278e-01
-1.921163019903886215e-01,-1.139999085430146719e-01,-1.432093670742100033e-01,2.859758015671789444e-01,5.146402001018446359e-01,6.026939448123674881e-01,3.576399669325777131e-01,6.314907849597348743e-01,1.000000000000000000e+00,-2.915009712483971477e-02,-2.854086036472175750e-02,-1.520156276706929876e-01,3.649195386998747015e-01,3.055029262569388671e-01,1.438583895390955492e-01,-1.964363342195735440e-01,-2.653121183204264488e-01,-2.910877253374953288e-01,3.163016194743896725e-01,4.491483463338412085e-01,4.506685495235346894e-01,-7.448285147428926334e-02,-7.389479217133106126e-02,-2.407681140318529145e-01
6.446688443685635872e-02,2.026152428502653036e-01,-1.435874981630855529e-01,-5.709862631084688250e-02,-1.211778032550299561e-01,-2.131224453683139286e-01,3.757740763233593378e-02,3.234263222695373668e-02,-2.915009712483971477e-02,1.000000000000000000e+00,8.401434043699679277e-01,3.632684828225266060e-01,1.162011648516472762e-01,5.265289896790730471e-03,-1.081131941094860965e-01,-2.860923876539988031e-01,-2.864057603543585517e-01,-1.760524608646079625e-01,5.500689299065470578e-02,9.921247791311423037e-02,1.113122416253451569e-01,-2.633715058261904690e-02,7.818458671503712362e-03,7.637646790504973304e-02
-9.369447836734973167e-02,3.984264789398828666e-01,7.050602580762897753e-02,-6.663433511894824302e-02,-7.626720536881111123e-02,-1.055852087567546171e-01,-4.169564596793286226e-02,-2.877299817820809860e-02,-2.854086036472175750e-02,8.401434043699679277e-01,1.000000000000000000e+00,6.809633008055280268e-01,8.153526435902126723e-02,5.311186839021186934e-02,4.003959987964218065e-02,-2.191475613980675141e-01,-2.618047467583139443e-01,-2.502524297110161888e-01,-7.597491611008424031e-03,6.685194434825454668e-02,1.643751113609164538e-01,3.797214454702991376e-02,7.753254480592312869e-02,3.841975559659088074e-02
-2.702202295297890244e-01,6.992708559168532290e-01,4.682896065871520186e-01,-1.279036842340604274e-01,-1.439576595092222910e-01,2.873479734475197639e-02,-2.192269405286787765e-01,-2.630943152604438007e-01,-1.520156276706929876e-01,3.632684828225266060e-01,6.809633008055280268e-01,1.000000000000000000e+00,-3.401981261588098160e-02,3.825388932469590136e-02,2.308878163930682403e-01,-3.520450824061389927e-02,-9.259333587978903213e-02,-2.037420205719292776e-01,-3.932064438640889281e-02,-1.456403370525929941e-02,7.151463600791529984e-02,7.441763741889212413e-02,1.982394143992336211e-01,7.396670048143032250e-02
-3.822392444503577846e-01,-1.917528287994188785e-01,2.640747602419353246e-01,3.397329382733639824e-01,4.196340403700356547e-01,4.379668855831709284e-01,2.081229279103724017e-01,2.739767164814232436e-01,3.649195386998747015e-01,1.162011648516472762e-01,8.153526435902126723e-02,-3.401981261588098160e-02,1.000000000000000000e+00,8.934100403215724517e-01,5.913110281686747571e-01,7.688180507713369971e-02,-7.712806872781301226e-02,-3.049374225168189900e-01,5.767620071135047544e-02,2.272260301870084043e-01,3.454216208428921853e-01,-8.287120445885680364e-02,-3.168215276682165293e-01,-4.174325295671933445e-01
-4.063138460189768542e-01,-2.976879078510030197e-01,5.259428298594320816e-01,3.890564842766534026e-01,4.763492075425201366e-01,5.298291785220946570e-01,1.538750687921162930e-01,2.045159288238520279e-01,3.055029262569388671e-01,5.265289896790730471e-03,5.311186839021186934e-02,3.825388932469590136e-02,8.934100403215724517e-01,1.000000000000000000e+00,8.382673776876401472e-01,2.548401185822493642e-01,8.703898901873616256e-02,-2.179066781251585427e-01,-1.239228822355643994e-01,6.761232460049554360e-02,2.471203645805757354e-01,6.823700420961796576e-02,-2.586296180756415541e-01,-5.030187430755155287e-01
-3.849162303827036169e-01,-2.918546859846931629e-01,8.463241463947452914e-01,3.456457092580274559e-01,3.987241140703743358e-01,5.322005153195883409e-01,3.924784583038449376e-02,2.809924136006559936e-02,1.438583895390955492e-01,-1.081131941094860965e-01,4.003959987964218065e-02,2.308878163930682403e-01,5.913110281686747571e-01,8.382673776876401472e-01,1.000000000000000000e+00,3.971253451852411742e-01,2.496496046532364899e-01,-8.587624410110811235e-02,-3.113844422846416826e-01,-1.600712252352081699e-01,2.699016811354072384e-02,1.788189644933810829e-01,-1.294041253298068295e-01,-4.148139823411310934e-01
3.349146400040800553e-02,-2.730440497867792082e-01,4.000421201877096822e-01,3.205390598475404973e-01,3.605376554077696083e-01,4.784692341993603826e-01,-3.257498256078728005e-01,-2.683795993103837429e-01,-1.964363342195735440e-01,-2.860923876539988031e-01,-2.191475613980675141e-01,-3.520450824061389927e-02,7.688180507713369971e-02,2.548401185822493642e-01,3.971253451852411742e-01,1.000000000000000000e+00,9.358013294870969334e-01,6.185614497235228937e-01,-6.230448120819176427e-01,-5.024258322998791382e-01,-2.964256254413361047e-01,1.278133540300473714e-01,-8.379104183933298866e-02,-1.047764145487126847e-01
